rxn_number,functional,program,thermo_kcal_mol,forward_kinetic_kcal_mol,reverse_kinetic_kcal_mol,thermo_reference_kcal_mol,forward_kinetic_reference_kcal_mol,reverse_kinetic_reference_kcal_mol,thermo_error_kcal_mol,forward_kinetic_error_kcal_mol,reverse_kinetic_error_kcal_mol,kinetic_error_kcal_mol
49,M06-2X-D30,ORCA,-49.43380558,5.84480874,55.27861432,-53.27066903,5.76958981,59.04034374,3.83686345,0.07521893,-3.76172942,1.91847417
49,M06-D4,Q-Chem,-41.08887496,5.97519810,47.06407306,-53.27066903,5.76958981,59.04034374,12.18179407,0.20560829,-11.97627068,6.09093948
49,OLYP-D3BJ,Q-Chem,-33.82800583,2.40361911,36.23162494,-53.27066903,5.76958981,59.04034374,19.44266320,-3.36597070,-22.80871880,13.08734475
49,wB97M-V,Q-Chem,-50.82393323,5.35670109,56.18063432,-53.27066903,5.76958981,59.04034374,2.44673580,-0.41288872,-2.85970942,1.63629907
50,B2GP-PLYP-D4,ORCA,-23.94735301,0.86381508,24.81116809,-28.59864169,0.52743266,29.12611992,4.65128868,0.33638242,-4.31495183,2.32566713
50,B3PW91-D4,Q-Chem,-23.43995354,-2.31183531,21.12811823,-28.59864169,0.52743266,29.12611992,5.15868815,-2.83926797,-7.99800169,5.41863483
50,B97M-V,Q-Chem,-20.06846001,-0.75354548,19.31491453,-28.59864169,0.52743266,29.12611992,8.53018168,-1.28097814,-9.81120539,5.54609176
50,M06-2X-D30,ORCA,-27.62398988,-0.59450905,27.02948083,-28.59864169,0.52743266,29.12611992,0.97465181,-1.12194171,-2.09663909,1.60929040
50,M06-D4,Q-Chem,-21.97562942,-1.41544644,20.56018298,-28.59864169,0.52743266,29.12611992,6.62301227,-1.94287910,-8.56593694,5.25440802
50,OLYP-D3BJ,Q-Chem,-16.39044185,-1.80318978,14.58725207,-28.59864169,0.52743266,29.12611992,12.20819984,-2.33062244,-14.53886785,8.43474514
50,wB97M-V,Q-Chem,-29.82393379,-0.93524844,28.88868535,-28.59864169,0.52743266,29.12611992,-1.22529210,-1.46268110,-0.23743457,0.85005783
