species,functional,program,energy_hartree,wall_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
40-TS,B3PW91-D4,Q-Chem,-923.0408169702,273.28,7710.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/40-TS_B3PW91-D4.out
41-P1,B3PW91-D4,Q-Chem,-822.7826987072,462.23,8194.61,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/41-P1_b3PW91-D4.out
41-R1,B3PW91-D4,Q-Chem,-1282.9361342645,333.95,9598.9,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/41-R1_B3PW91-D4.out
41-TS,B3PW91-D4,Q-Chem,-1282.9298957623,382.6,11083.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/41-TS_B3PW91-D4.out
42-P1,B3PW91-D4,Q-Chem,-509.4107103779,173.18,4980.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/42-P1_B3PW91-D4.out
42-R1,B3PW91-D4,Q-Chem,-430.7777513658,86.83,2265.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/42-R1_B3PW91-D4.out
42-R2,B3PW91-D4,Q-Chem,-78.5976641158,3.91,93.84,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/42-R2_B3PW91-D4.out
42-TS,B3PW91-D4,Q-Chem,-509.3683126277,150.26,4356.04,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/42-TS_B3PW91-D4.out
43-P1,B3PW91-D4,Q-Chem,-304.7708473569,231.43,2445.07,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/43-P1_B3PW91-D4.out
43-R1,B3PW91-D4,Q-Chem,-304.740836321,120.59,3472.29,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/43-R1_B3PW91-D4.out
43-TS,B3PW91-D4,Q-Chem,-304.7278289752,111.91,3173.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/43-TS_B3PW91-D4.out
44-P1,B3PW91-D4,Q-Chem,-109.530125473,6.81,41.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/44-P1_B3PW91-D4.out
44-P2,B3PW91-D4,Q-Chem,-195.2609510559,47.78,1330.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/44-P2_B3PW91-D4.out
44-TS,B3PW91-D4,Q-Chem,-304.768366267,91.7,2554.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/44-TS_B3PW91-D4.out
45-P1,B3PW91-D4,Q-Chem,-422.7266659494,291.64,8078.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/45-P1_B3PW91-D4.out
45-R1,B3PW91-D4,Q-Chem,-422.7115274791,284.31,7754.37,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/45-R1_B3PW91-D4.out
45-TS,B3PW91-D4,Q-Chem,-422.6938039999,274.61,7719.24,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/45-TS_B3PW91-D4.out
46-P1,B3PW91-D4,Q-Chem,-313.2393304188,180.94,4917.98,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/46-P1_B3PW91-D4.out
46-TS,B3PW91-D4,Q-Chem,-422.7263546019,293.44,8348.34,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/46-TS_B3PW91-D4.out
47-P1,B3PW91-D4,Q-Chem,-309.589039177,131.89,3564.64,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/47-P1_B3PW91-D4.out
47-R1,B3PW91-D4,Q-Chem,-419.1257664919,257.65,5090.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/47-R1_B3PW91-d4.out
47-TS,B3PW91-D4,Q-Chem,-419.103191238,169.32,4924.04,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/47-TS_B3PW91-d4.out
48-P1,B3PW91-D4,Q-Chem,-951.587675371,758.09,15852.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/48-P1_B3PW91-D4.out
48-R1,B3PW91-D4,Q-Chem,-1061.0799130609,780.18,22571.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/48-R1_B3PW91-D4.out
48-TS,B3PW91-D4,Q-Chem,-1061.0770971514,764.07,22100.55,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/48-TS_B3PW91-D4.out
49-P1,B3PW91-D4,Q-Chem,-477.3110495902,158.24,4629.19,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/49-P1_B3PW91-D4.out
49-R1,B3PW91-D4,Q-Chem,-586.7788449497,227.17,6449.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/49-R1_B3PW91-D4.out
49-TS,B3PW91-D4,Q-Chem,-586.771360411,255.36,7363.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/49-TS_B3PW91-D4.out
5-P1,B3PW91-D4,Q-Chem,-440.1532783432,348.92,9823.64,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/5-P1_B3PW91-D4.out
5-R1,B3PW91-D4,Q-Chem,-170.8406199018,12.86,390.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/5-R1_B3PW91-D4.out
5-R2,B3PW91-D4,Q-Chem,-269.272370183,101.04,2984.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/5-R2_B3PW91-D4.out
5-TS,B3PW91-D4,Q-Chem,-440.1266241649,338.26,10059.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/5-TS_B3PW91-D4.out
50-R1,B3PW91-D4,Q-Chem,-645.0535451413,194.83,5661.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/50-R1_B3PW91-D4.out
50-R2,B3PW91-D4,Q-Chem,-415.9890139775,63.44,1900.27,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/50-R2_B3PW91-D4.out
50-TS,B3PW91-D4,Q-Chem,-1061.0462432627,755.42,21809.01,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/50-TS_B3PW91-D4.out
6-P1,B3PW91-D4,Q-Chem,-440.1833468399,317.89,9508.75,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/6-P1_B3PW91-D4.out
6-TS,B3PW91-D4,Q-Chem,-440.1174405702,293.18,8729.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/6-TS_B3PW91-D4.out
7-P1,B3PW91-D4,Q-Chem,-616.1131905006,551.06,14401.24,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/7-P1_B3PW91-D4.out
7-R1,B3PW91-D4,Q-Chem,-616.0904584046,511.9,14099.37,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/7-R1_B3PW91-D4.out
7-TS,B3PW91-D4,Q-Chem,-616.0860726904,620.81,16429.13,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/7-TS_B3PW91-D4.out
8-P1,B3PW91-D4,Q-Chem,-1115.658882087,88.07,2258.86,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/8-P1_B3PW91-D4.out
8-R1,B3PW91-D4,Q-Chem,-157.2474006612,25.37,726.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/8-R1_B3PW91-D4.out
8-R2,B3PW91-D4,Q-Chem,-958.3536558097,8.5,98.47,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/8-R2_B3PW91-D4.out
8-TS,B3PW91-D4,Q-Chem,-1115.6069527974,143.75,2252.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/8-TS_B3PW91-D4.out
9-P1,B3PW91-D4,Q-Chem,-614.9252442351,602.81,15097.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/9-P1_B3PW91-D4.out
9-R1,B3PW91-D4,Q-Chem,-614.9125935997,441.31,12435.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/9-R1_B3PW91-D4.out
9-TS,B3PW91-D4,Q-Chem,-614.9002401706,506.86,14468.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/B3PW91-D4/9-TS_B3PW91-D4.out
1-P1,B97M-V,Q-Chem,-617.1039518587,300.2,8941.79,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/1-P1_B97M-V.out
1-R1,B97M-V,Q-Chem,-617.1040034061,275.81,8309.43,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/1-R1_B97M-V.out
1-TS,B97M-V,Q-Chem,-617.0923284806,291.6,8700.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/1-TS_B97M-V.out
10-P1,B97M-V,Q-Chem,-153.2252814893,12.9,260.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/10-P1_B97M-V.out
10-P2,B97M-V,Q-Chem,-39.8544774277,16.96,56.58,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/10-P2_B97M-V.out
10-R1,B97M-V,Q-Chem,-193.0977541781,104.65,538.26,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/10-R1_B97M-V.out
10-TS,B97M-V,Q-Chem,-193.0686779865,17.63,538.03,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/10-TS_B97M-V.out
11-P1,B97M-V,Q-Chem,-345.0584374916,46.56,1424.27,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/11-P1_B97M-V.out
11-P2,B97M-V,Q-Chem,-203.5030097029,11.08,263.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/11-P2_B97M-V.out
11-R1,B97M-V,Q-Chem,-548.5749561819,150.66,4556.57,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/11-R1_B97M-V.out
11-TS,B97M-V,Q-Chem,-548.5540623228,152.22,4712.69,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/11-TS_B97M-V.out
12-P1,B97M-V,Q-Chem,-803.7359920914,165.87,5094.44,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/12-P1_B97M-V.out
12-R1,B97M-V,Q-Chem,-646.380589319,37.51,1158.82,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/12-R1_B97M-V.out
12-R2,B97M-V,Q-Chem,-157.2972237783,22.29,585.44,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/12-R2_B97M-V.out
12-TS,B97M-V,Q-Chem,-803.6801870494,154.78,4765.03,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/12-TS_B97M-V.out
13-P1,B97M-V,Q-Chem,-456.295174428,167.03,5017.02,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/13-P1_B97M-V.out
13-R1,B97M-V,Q-Chem,-193.0977501697,27.94,849.33,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/13-R1_B97M-V.out
13-R2,B97M-V,Q-Chem,-263.1657965865,18.27,567.28,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/13-R2_B97M-V.out
13-TS,B97M-V,Q-Chem,-456.2683403953,148.82,4440.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/13-TS_B97M-V.out
14-P1,B97M-V,Q-Chem,-388.544200922,87.3,2639.08,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/14-P1_B97M-V.out
14-R1,B97M-V,Q-Chem,-193.091510401,48.78,571.15,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/14-R1_B97M-V.out
14-R2,B97M-V,Q-Chem,-195.3807023996,52.92,666.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/14-R2_B97M-V.out
14-TS,B97M-V,Q-Chem,-388.503239006,93.68,2888.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/14-TS_B97M-V.out
15-P1,B97M-V,Q-Chem,-385.1272571454,130.04,3665.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/15-P1_B97M-V.out
15-R1,B97M-V,Q-Chem,-306.4990774441,40.75,1212.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/15-R1_B97M-V.out
15-R2,B97M-V,Q-Chem,-78.6215469249,3.77,80.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/15-R2_B97M-V.out
15-TS,B97M-V,Q-Chem,-385.0823826538,115.27,3309.43,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/15-TS_B97M-V.out
16-P1,B97M-V,Q-Chem,-460.3477715958,89.6,2767.64,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/16-P1_B97M-V.out
16-R1,B97M-V,Q-Chem,-381.7212599144,48.8,1443.27,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/16-R1_B97M-V.out
16-TS,B97M-V,Q-Chem,-460.3139566071,80.94,2385.27,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/16-TS_B97M-V.out
17-P1,B97M-V,Q-Chem,-647.7770801951,227.9,6647.8,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/17-P1_B97M-V.out
17-R2,B97M-V,Q-Chem,-341.2623003761,20.16,621.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/17-R2_B97M-V.out
17-TS,B97M-V,Q-Chem,-647.753569197,285.0,8285.73,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/17-TS_B97M-V.out
18-P1,B97M-V,Q-Chem,-555.3129518428,34.47,1069.8,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/18-P1_B97M-V.out
18-R1,B97M-V,Q-Chem,-398.0009885614,182.31,30.38,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/18-R1_B97M-V.out
18-TS,B97M-V,Q-Chem,-555.3013033375,39.98,1234.35,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/18-TS_B97M-V.out
19-P1,B97M-V,Q-Chem,-554.071786332,27.94,840.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/19-P1_B97M-V.out
19-R2,B97M-V,Q-Chem,-156.0635428072,12.05,294.63,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/19-R2_B97M-V.out
19-TS,B97M-V,Q-Chem,-554.0641050072,30.83,950.46,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/19-TS_B97M-V.out
2-P1,B97M-V,Q-Chem,-617.1276962997,266.54,8115.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/2-P1_B97M-V.out
2-TS,B97M-V,Q-Chem,-617.1029424605,294.33,8820.56,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/2-TS_B97M-V.out
20-P1,B97M-V,Q-Chem,-780.2833863818,53.59,1651.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/20-P1_B97M-V.out
20-P2,B97M-V,Q-Chem,-231.6694227622,25.61,787.82,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/20-P2_B97M-V.out
20-R1,B97M-V,Q-Chem,-1011.9542004099,185.73,5696.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/20-R1_B97M-V.out
20-TS,B97M-V,Q-Chem,-1011.9418528472,207.04,6348.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/20-TS_B97M-V.out
21-P1,B97M-V,Q-Chem,-914.7056948835,160.07,4905.22,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/21-P1_B97M-V.out
21-R1,B97M-V,Q-Chem,-914.699273102,145.69,4485.95,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/21-R1_B97M-V.out
21-TS,B97M-V,Q-Chem,-914.6839803542,144.62,4425.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/21-TS_B97M-V.out
22-P1,B97M-V,Q-Chem,-595.4524956619,236.55,7097.28,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/22-P1_B97M-V.out
22-R1,B97M-V,Q-Chem,-595.4332015084,227.46,7032.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/22-R1_B97M-V.out
22-TS,B97M-V,Q-Chem,-595.4200976641,248.86,7581.07,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/22-TS_B97M-V.out
23-P1,B97M-V,Q-Chem,-311.0949031035,66.22,2032.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/23-P1_B97M-V.out
23-R1,B97M-V,Q-Chem,-311.0936975002,87.48,2698.51,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/23-R1_B97M-V.out
23-TS,B97M-V,Q-Chem,-311.0802487681,99.11,2423.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/23-TS_B97M-V.out
24-P1,B97M-V,Q-Chem,-463.6222591702,140.24,4335.3,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/24-P1_B97M-V.out
24-R1,B97M-V,Q-Chem,-463.6109456738,225.58,4887.8,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/24-R1_B97M-V.out
24-TS,B97M-V,Q-Chem,-463.6053321804,213.31,5014.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/24-TS_B97M-V.out
25-P1,B97M-V,Q-Chem,-385.6181339892,266.49,8005.43,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/25-P1_B97M-V.out
25-P2,B97M-V,Q-Chem,-39.8544776293,3.71,102.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/25-P2_B97M-V.out
25-R1,B97M-V,Q-Chem,-384.9447075039,298.79,9005.36,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/25-R1_B97M-V.out
25-R2,B97M-V,Q-Chem,-40.5339974024,3.7,94.47,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/25-R2_B97M-V.out
25-TS,B97M-V,Q-Chem,-425.4576517364,413.83,12283.46,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/25-TS_B97M-V.out
26-P2,B97M-V,Q-Chem,-115.0788614463,7.12,207.41,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/26-P2_B97M-V.out
26-R2,B97M-V,Q-Chem,-115.7502766958,7.56,221.95,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/26-R2_B97M-V.out
26-TS,B97M-V,Q-Chem,-500.6893329409,557.93,16651.23,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/26-TS_B97M-V.out
27-P1,B97M-V,Q-Chem,-75.7445321556,27.16,38.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/27-P1_B97M-V.out
27-P2,B97M-V,Q-Chem,-549.1335505303,16.1,114.65,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/27-P2_B97M-V.out
27-R1,B97M-V,Q-Chem,-548.4499502725,4.32,107.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/27-R1_B97M-V.out
27-R2,B97M-V,Q-Chem,-76.4396742024,1.92,35.9,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/27-R2_B97M-V.out
27-TS,B97M-V,Q-Chem,-624.8833574145,10.49,296.66,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/27-TS_B97M-V.out
28-R1,B97M-V,Q-Chem,-40.5339974067,15.31,61.45,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/28-R1_B97M-V.out
28-TS,B97M-V,Q-Chem,-588.9781821778,13.49,390.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/28-TS_B97M-V.out
29-P1,B97M-V,Q-Chem,-157.8665120894,25.27,721.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/29-P1_B97M-V.out
29-R1,B97M-V,Q-Chem,-158.5281757469,22.79,645.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/29-R1_B97M-V.out
29-TS,B97M-V,Q-Chem,-706.9832288106,79.79,2258.22,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/29-TS_B97M-V.out
3-P1,B97M-V,Q-Chem,-834.3491965128,179.02,5304.96,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/3-P1_B97M-V.out
3-R1,B97M-V,Q-Chem,-834.3339252191,121.45,3693.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/3-R1_B97M-V.out
3-TS,B97M-V,Q-Chem,-834.3153294345,165.07,5086.79,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/3-TS_B97M-V.out
30-P1,B97M-V,Q-Chem,-117.3125995249,8.6,251.86,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/30-P1_B97M-V.out
30-R1,B97M-V,Q-Chem,-117.9596631976,9.47,263.39,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/30-R1_B97M-V.out
30-TS,B97M-V,Q-Chem,-666.418281779,39.44,1214.03,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/30-TS_B97M-V.out
31-P1,B97M-V,Q-Chem,-754.3128448782,162.08,4873.77,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/31-P1_B97M-V.out
31-R1,B97M-V,Q-Chem,-754.2932805202,187.63,5717.05,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/31-R1_B97M-V.out
31-TS,B97M-V,Q-Chem,-754.2795169646,192.08,5895.68,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/31-TS_B97M-V.out
32-P1,B97M-V,Q-Chem,-562.4616334987,60.93,1878.49,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/32-P1_B97M-V.out
32-R1,B97M-V,Q-Chem,-562.4474315561,74.33,2306.17,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/32-R1_B97M-V.out
32-TS,B97M-V,Q-Chem,-562.4328477885,73.4,2166.02,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/32-TS_B97M-V.out
33-P1,B97M-V,Q-Chem,-679.2197280567,138.13,4195.71,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/33-P1_B97M-V.out
33-R1,B97M-V,Q-Chem,-679.2085821814,154.11,4680.6,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/33-R1_B97M-V.out
33-TS,B97M-V,Q-Chem,-679.1908024578,199.57,5877.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/33-TS_B97M-V.out
34-P1,B97M-V,Q-Chem,-1139.9429366619,166.57,5040.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/34-P1_B97M-V.out
34-R1,B97M-V,Q-Chem,-1139.9308572293,177.6,5442.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/34-R1_B97M-V.out
34-TS,B97M-V,Q-Chem,-1139.9132492793,161.25,4956.11,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/34-TS_B97M-V.out
35-P1,B97M-V,Q-Chem,-3253.6019918623,160.2,4906.06,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/35-P1_B97M-V.out
35-R1,B97M-V,Q-Chem,-3253.5882252804,271.1,7934.45,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/35-R1_B97M-V.out
35-TS,B97M-V,Q-Chem,-3253.5709974489,165.83,5150.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/35-TS_B97M-V.out
36-P1,B97M-V,Q-Chem,-1074.950916662,181.83,3929.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/36-P1_B97M-V.out
36-R1,B97M-V,Q-Chem,-1074.930531113,191.98,5524.73,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/36-R1_B97M-V.out
36-TS,B97M-V,Q-Chem,-1074.916935559,129.99,3992.44,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/36-TS_B97M-V.out
37-P1,B97M-V,Q-Chem,-752.0622003411,110.15,3356.85,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/37-P1_B97M-V.out
37-R1,B97M-V,Q-Chem,-752.0469841448,129.21,3989.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/37-R1_B97M-V.out
37-TS,B97M-V,Q-Chem,-752.0291362668,131.05,3732.13,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/37-TS_B97M-V.out
38-P1,B97M-V,Q-Chem,-348.495039756,85.43,2617.52,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/38-P1_B97M-V.out
38-P2,B97M-V,Q-Chem,-460.0181227258,3.03,36.03,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/38-P2_B97M-V.out
38-R1,B97M-V,Q-Chem,-808.5318533347,87.87,2693.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/38-R1_B97M-V.out
38-TS,B97M-V,Q-Chem,-808.5233229297,82.04,2519.14,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/38-TS_B97M-V.out
39-P2,B97M-V,Q-Chem,-2573.6975355315,2.33,36.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/39-P2_B97M-V.out
39-R1,B97M-V,Q-Chem,-2922.1933245254,92.07,2787.34,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/39-R1_B97M-V.out
39-TS,B97M-V,Q-Chem,-2922.1912051749,95.98,2890.85,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/39-TS_B97M-V.out
4-P1,B97M-V,Q-Chem,-834.3561241441,150.13,4624.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/4-P1_B97M-V.out
4-TS,B97M-V,Q-Chem,-834.3093752309,159.73,4902.18,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/4-TS_B97M-V.out
40-P1,B97M-V,Q-Chem,-463.0406144733,144.15,4011.42,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/40-P1_B97M-V.out
40-R1,B97M-V,Q-Chem,-923.0850414944,131.62,3998.81,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/40-R1_B97M-V.out
40-TS,B97M-V,Q-Chem,-923.0761892976,133.75,4093.08,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/40-TS_B97M-V.out
41-P1,B97M-V,Q-Chem,-822.8521578177,119.66,3678.76,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/41-P1_B97M-V.out
41-R1,B97M-V,Q-Chem,-1282.8972884732,146.24,4531.09,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/41-R1_B97M-V.out
41-TS,B97M-V,Q-Chem,-1282.8944769974,150.28,4642.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/41-TS_B97M-V.out
42-P1,B97M-V,Q-Chem,-509.5072383081,80.47,2447.29,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/42-P1_B97M-V.out
42-R1,B97M-V,Q-Chem,-430.8549248745,70.54,1208.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/42-R1_B97M-V.out
42-R2,B97M-V,Q-Chem,-78.6215467535,3.92,102.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/42-R2_B97M-V.out
