rxn_number,functional,program,R1_energy_kcal_mol,R2_energy_kcal_mol,TS_energy_kcal_mol,P1_energy_kcal_mol,P2_energy_kcal_mol,R1_gpu_time_s,R2_gpu_time_s,TS_gpu_time_s,P1_gpu_time_s,P2_gpu_time_s
25,orbmol_v2,ASE,-241461.05061494,-25408.54487362,-266841.69536304,-241868.09723058,-24986.85993116,0.01438952,0.01402779,0.01365063,0.01348404,0.01459664
25,polar-1-l,ASE,-241444.82137012,-25408.39213272,-266843.51478833,-241867.23862086,-24985.95980008,0.15472140,0.13772646,0.17564633,0.15724508,0.21964244
25,polar-1-m,ASE,-241443.25553255,-25408.45943186,-266840.52336481,-241867.41073561,-24985.75123277,0.07616812,0.06995605,0.08794070,0.07656688,0.11127487
25,polar-1-s,ASE,-241444.69196632,-25408.54523154,-266839.66966101,-241865.89829567,-24985.18833698,0.04011693,0.03911988,0.04630376,0.04037331,0.06404936
25,uma-m-1p1,ASE,-241441.20422364,-25408.51224446,-266840.45491567,-241867.67929833,-24986.16415621,0.10215850,0.10144396,0.10366003,0.09990086,0.10544704
25,uma-s-1p1,ASE,-241435.52869820,-25408.53540335,-266840.87054922,-241867.97569515,-24986.85563523,0.04573303,0.04358633,0.04321833,0.04288812,0.04426401
25,uma-s-1p2,ASE,-241431.06512522,-25408.54110602,-266841.26215354,-241867.68357594,-24986.05767671,0.04674669,0.04346658,0.04489183,0.04332452,0.04468932
26,MACE-OMOL,ASE,-241443.10173093,-72613.56388011,-314048.50415255,-241868.70226788,-72193.46014333,0.05863501,0.03782446,0.07843797,0.06205465,0.03924764
26,aimnet2-nse,ASE,-241612.24049599,-72662.54149835,-314267.59759101,-242039.96252787,-72239.01169558,0.00369687,0.00353657,0.00332897,0.00331346,0.00324786
26,allscaip-md-conserving-all-omol,ASE,-241431.21776415,-72613.50496564,-314049.27176313,-241867.93453580,-72193.60759034,0.05952924,0.05919005,0.05737859,0.05883412,0.05741012
26,allscaip-md-direct-all-omol,ASE,-241426.94916129,-72613.51424723,-314049.33222533,-241867.54206755,-72193.51936842,0.01913423,0.01894863,0.01895442,0.01898621,0.01901134
26,esen-md-direct-all-omol,ASE,-241448.25882302,-72613.51170276,-314051.60266991,-241867.77447339,-72193.50483048,0.02588833,0.02555643,0.03183818,0.02562864,0.02534602
26,esen-sm-conserving-all-omol,ASE,-241455.66491765,-72613.51975542,-314051.24729607,-241868.00625904,-72193.45930283,0.03582011,0.03638810,0.03665195,0.03462512,0.03445158
26,esen-sm-direct-all-omol,ASE,-241447.24443454,-72613.51812684,-314046.46380061,-241867.95542755,-72193.76908311,0.01277887,0.01268719,0.01281294,0.01279590,0.01252058
26,orbmol_v1_conservative,ASE,-241442.45009508,-72613.52243563,-314044.70606624,-241867.98949363,-72193.57450365,0.01412756,0.01287607,0.01438831,0.01316491,0.01195100
26,orbmol_v1_direct,ASE,-241446.65099225,-72613.50912873,-314048.51874011,-241867.89259555,-72193.59112979,0.00869480,0.00806792,0.00777066,0.00807642,0.00820020
26,orbmol_v2,ASE,-241461.05061494,-72613.55636878,-314049.25033649,-241868.09723058,-72193.68746686,0.01438952,0.01360773,0.01289359,0.01348404,0.01405345
26,polar-1-l,ASE,-241444.82137012,-72613.56796101,-314053.17613594,-241867.23862086,-72193.52960398,0.15472140,0.13916331,0.17288171,0.15724508,0.13617873
26,polar-1-m,ASE,-241443.25553255,-72613.52612523,-314050.94954775,-241867.41073561,-72192.95970217,0.07616812,0.07124841,0.08508727,0.07656688,0.06980951
26,polar-1-s,ASE,-241444.69196632,-72613.62317648,-314051.11802274,-241865.89829567,-72192.12862007,0.04011693,0.04098206,0.04542239,0.04037331,0.04016421
26,uma-m-1p1,ASE,-241441.20422364,-72613.47703901,-314049.67393688,-241867.67929833,-72193.76921599,0.10215850,0.10194791,0.10689345,0.09990086,0.10199734
26,uma-s-1p1,ASE,-241435.52869820,-72613.50865011,-314050.71521603,-241867.97569515,-72193.81100407,0.04573303,0.04307421,0.04430407,0.04288812,0.04279378
26,uma-s-1p2,ASE,-241431.06512522,-72613.51650450,-314049.23077020,-241867.68357594,-72193.47035783,0.04674669,0.04657567,0.04660129,0.04332452,0.04759281
27,MACE-OMOL,ASE,-344216.23204717,-47962.83521694,-392172.03799139,-47529.08123078,-344646.88425374,0.03819137,0.03891267,0.03781177,0.04091693,0.03557479
27,aimnet2-nse,ASE,-344296.05732322,-47989.91817545,-392277.19870364,-47553.46633166,-344732.18194038,0.00337286,0.00326096,0.00343477,0.00336276,0.00323777
27,allscaip-md-conserving-all-omol,ASE,-344216.99041793,-47962.79684846,-392170.87454054,-47529.16459219,-344645.36965033,0.05747005,0.05760225,0.05820406,0.05809323,0.05682882
27,allscaip-md-direct-all-omol,ASE,-344218.77462743,-47962.80441174,-392172.50357821,-47529.08645372,-344645.13405831,0.01897253,0.01869895,0.01890539,0.01855926,0.01875744
27,esen-md-direct-all-omol,ASE,-344216.58194368,-47962.80302706,-392172.92739212,-47529.10742774,-344645.58196939,0.02581814,0.02514381,0.02555965,0.02730373,0.02618239
27,esen-sm-conserving-all-omol,ASE,-344215.53693414,-47962.79928265,-392172.16674816,-47529.09341267,-344646.42568818,0.03652173,0.03478118,0.03516571,0.03560778,0.03488347
27,esen-sm-direct-all-omol,ASE,-344217.61677776,-47962.80845313,-392170.23915232,-47529.09469569,-344646.01806627,0.01267847,0.01234615,0.01252283,0.01242432,0.01239432
27,orbmol_v1_conservative,ASE,-344237.67478295,-47962.80603750,-392170.21363299,-47529.10191362,-344645.47291374,0.01254263,0.01178094,0.01332216,0.01321018,0.01271042
27,orbmol_v1_direct,ASE,-344237.17285447,-47962.80948925,-392169.81311619,-47529.16953980,-344646.17682816,0.00756093,0.00747981,0.00753723,0.01083595,0.00756134
27,orbmol_v2,ASE,-344232.80827120,-47962.80154833,-392171.59189849,-47529.10775806,-344646.21763328,0.01506677,0.01359471,0.01317730,0.01370207,0.01564423
27,polar-1-l,ASE,-344218.23160742,-47962.83218860,-392172.36354225,-47529.08776340,-344644.17476242,0.12342181,0.12351911,0.13890586,0.11457491,0.12686580
27,polar-1-m,ASE,-344217.47563699,-47962.81124624,-392166.66455509,-47529.41224682,-344643.93028729,0.06664031,0.06615750,0.07156324,0.06444721,0.06780114
27,polar-1-s,ASE,-344216.57049935,-47962.82905708,-392170.58961179,-47529.30682627,-344641.57865089,0.03729827,0.03852036,0.04209715,0.03833763,0.03739984
27,uma-m-1p1,ASE,-344215.73634371,-47962.78008583,-392171.45205579,-47529.10479620,-344645.69307995,0.10199517,0.10053411,0.10296340,0.10205253,0.10127043
27,uma-s-1p1,ASE,-344241.68647787,-47962.80878543,-392173.99561624,-47528.84089783,-344646.28272307,0.04428617,0.04187034,0.04373187,0.04353813,0.04260912
27,uma-s-1p2,ASE,-344214.26302171,-47962.79413979,-392171.94911492,-47529.12583386,-344645.31494377,0.04309627,0.04308635,0.04365055,0.04462348,0.04382985
28,MACE-OMOL,ASE,-25408.54711031,-344216.23204717,-369619.44114201,-344646.88425374,-24989.80551262,0.03788323,0.03819137,0.03815883,0.03557479,0.12323946
28,aimnet2-nse,ASE,-25435.92547838,-344296.05732322,-369722.20374912,-344732.18194038,-25011.08314829,0.00448930,0.00337286,0.00331588,0.00323777,0.00406610
28,allscaip-md-conserving-all-omol,ASE,-25408.54226483,-344216.99041793,-369617.78059222,-344645.36965033,-24986.24519207,0.05811742,0.05747005,0.06222620,0.05682882,0.05618454
28,allscaip-md-direct-all-omol,ASE,-25408.51805548,-344218.77462743,-369619.28420807,-344645.13405831,-24986.50758440,0.01894097,0.01897253,0.01831422,0.01875744,0.01956084
28,esen-md-direct-all-omol,ASE,-25408.55051169,-344216.58194368,-369620.75938323,-344645.58196939,-24986.54187293,0.02570252,0.02581814,0.02533000,0.02618239,0.02597116
28,esen-sm-conserving-all-omol,ASE,-25408.54341310,-344215.53693414,-369618.40700626,-344646.42568818,-24986.69671243,0.03637607,0.03652173,0.03669378,0.03488347,0.03670235
28,esen-sm-direct-all-omol,ASE,-25408.54856216,-344217.61677776,-369618.16796525,-344646.01806627,-24986.45869217,0.01259269,0.01267847,0.01241909,0.01239432,0.01311101
28,orbmol_v1_conservative,ASE,-25408.54199538,-344237.67478295,-369618.42242731,-344645.47291374,-24986.17894929,0.01216263,0.01254263,0.01299749,0.01271042,0.01258395
28,orbmol_v1_direct,ASE,-25408.50278869,-344237.17285447,-369614.25923589,-344646.17682816,-24987.56108818,0.00808173,0.00756093,0.00751315,0.00756134,0.00879185
28,orbmol_v2,ASE,-25408.54487362,-344232.80827120,-369619.78532022,-344646.21763328,-24986.85993116,0.01402779,0.01506677,0.01389173,0.01564423,0.01459664
28,polar-1-l,ASE,-25408.39213272,-344218.23160742,-369618.69253141,-344644.17476242,-24985.95980008,0.13772646,0.12342181,0.14966948,0.12686580,0.21964244
28,polar-1-m,ASE,-25408.45943186,-344217.47563699,-369615.61208367,-344643.93028729,-24985.75123277,0.06995605,0.06664031,0.07556857,0.06780114,0.11127487
28,polar-1-s,ASE,-25408.54523154,-344216.57049935,-369614.14308056,-344641.57865089,-24985.18833698,0.03911988,0.03729827,0.03929818,0.03739984,0.06404936
28,uma-m-1p1,ASE,-25408.51224446,-344215.73634371,-369618.84578458,-344645.69307995,-24986.16415621,0.10144396,0.10199517,0.10363196,0.10127043,0.10544704
28,uma-s-1p1,ASE,-25408.53540335,-344241.68647787,-369621.10488959,-344646.28272307,-24986.85563523,0.04358633,0.04428617,0.04329465,0.04260912,0.04426401
28,uma-s-1p2,ASE,-25408.54110602,-344214.26302171,-369619.48204616,-344645.31494377,-24986.05767671,0.04346658,0.04309627,0.04300957,0.04382985,0.04468932
29,MACE-OMOL,ASE,-99399.34322665,-344216.23204717,-443613.67187232,-98987.07633411,-344646.88425374,0.05103398,0.03819137,0.06052740,0.04819646,0.03557479
29,aimnet2-nse,ASE,-99493.93436808,-344296.05732322,-443789.10297618,-99076.80930503,-344732.18194038,0.00327767,0.00337286,0.00330742,0.00330661,0.00323777
29,allscaip-md-conserving-all-omol,ASE,-99399.45202622,-344216.99041793,-443613.80225766,-98986.40356218,-344645.36965033,0.05761526,0.05747005,0.05905366,0.05852102,0.05682882
29,allscaip-md-direct-all-omol,ASE,-99399.47922238,-344218.77462743,-443615.40885498,-98986.35909376,-344645.13405831,0.01903480,0.01897253,0.01894632,0.01881310,0.01875744
29,esen-md-direct-all-omol,ASE,-99399.45674843,-344216.58194368,-443614.80116597,-98986.36936151,-344645.58196939,0.02579881,0.02581814,0.02597199,0.02556399,0.02618239
29,esen-sm-conserving-all-omol,ASE,-99399.46252484,-344215.53693414,-443615.12938150,-98986.46204317,-344646.42568818,0.03560313,0.03652173,0.03617684,0.03428013,0.03488347
29,esen-sm-direct-all-omol,ASE,-99399.47032024,-344217.61677776,-443613.51078197,-98986.41871312,-344646.01806627,0.01266996,0.01267847,0.01273254,0.01262679,0.01239432
29,orbmol_v1_conservative,ASE,-99399.43625615,-344237.67478295,-443613.67786732,-98986.66571267,-344645.47291374,0.01339579,0.01254263,0.01446056,0.01239268,0.01271042
29,orbmol_v1_direct,ASE,-99399.40066719,-344237.17285447,-443611.39829547,-98986.98031460,-344646.17682816,0.00754650,0.00756093,0.00768066,0.00748607,0.00756134
29,orbmol_v2,ASE,-99399.48041659,-344232.80827120,-443613.77468822,-98986.80963392,-344646.21763328,0.01364466,0.01506677,0.01329922,0.01420611,0.01564423
29,polar-1-l,ASE,-99399.46986541,-344218.23160742,-443618.09443313,-98986.20975747,-344644.17476242,0.14080995,0.12342181,0.15690439,0.13516523,0.12686580
29,polar-1-m,ASE,-99399.39478666,-344217.47563699,-443616.01923592,-98985.88618521,-344643.93028729,0.06879439,0.06664031,0.07678670,0.06897711,0.06780114
29,polar-1-s,ASE,-99399.51288530,-344216.57049935,-443616.81677630,-98986.83604261,-344641.57865089,0.03852928,0.03729827,0.04013976,0.03708626,0.03739984
29,uma-m-1p1,ASE,-99399.39672720,-344215.73634371,-443613.41278603,-98986.33247271,-344645.69307995,0.10210474,0.10199517,0.10367074,0.10287391,0.10127043
29,uma-s-1p1,ASE,-99399.44446414,-344241.68647787,-443614.17598143,-98986.54647104,-344646.28272307,0.04330811,0.04428617,0.04343993,0.04370771,0.04260912
29,uma-s-1p2,ASE,-99399.45902337,-344214.26302171,-443614.41468405,-98986.46481004,-344645.31494377,0.04512698,0.04309627,0.04952756,0.04422644,0.04382985
30,MACE-OMOL,ASE,-73967.98529728,-344216.23204717,-418182.47011775,-73564.73081942,-344646.88425374,0.04042797,0.03819137,0.04535162,0.03737201,0.03557479
30,aimnet2-nse,ASE,-74034.07590639,-344296.05732322,-418328.53424903,-73626.52867828,-344732.18194038,0.00504470,0.00337286,0.00330787,0.00327096,0.00323777
30,allscaip-md-conserving-all-omol,ASE,-73967.95302635,-344216.99041793,-418180.84742356,-73563.82575586,-344645.36965033,0.05887036,0.05747005,0.05827750,0.05884164,0.05682882
30,allscaip-md-direct-all-omol,ASE,-73967.98702706,-344218.77462743,-418182.31753970,-73563.75962791,-344645.13405831,0.01903182,0.01897253,0.01901905,0.01836621,0.01875744
30,esen-md-direct-all-omol,ASE,-73967.96872236,-344216.58194368,-418182.95356814,-73563.98932759,-344645.58196939,0.02587376,0.02581814,0.02575773,0.02555687,0.02618239
30,esen-sm-conserving-all-omol,ASE,-73967.96929539,-344215.53693414,-418182.11669375,-73563.46422211,-344646.42568818,0.03687077,0.03652173,0.03540600,0.03949682,0.03488347
30,esen-sm-direct-all-omol,ASE,-73967.98996715,-344217.61677776,-418179.64448151,-73563.70144205,-344646.01806627,0.01296654,0.01267847,0.01253146,0.01277225,0.01239432
30,orbmol_v1_conservative,ASE,-73967.94848474,-344237.67478295,-418180.32411853,-73563.81719447,-344645.47291374,0.01310018,0.01254263,0.01435745,0.01202932,0.01271042
30,orbmol_v1_direct,ASE,-73967.93413390,-344237.17285447,-418178.70111512,-73563.87484097,-344646.17682816,0.00759150,0.00756093,0.00797987,0.00752659,0.00756134
30,orbmol_v2,ASE,-73967.95276567,-344232.80827120,-418180.83541642,-73564.16633798,-344646.21763328,0.01335462,0.01506677,0.01329495,0.01423963,0.01564423
30,polar-1-l,ASE,-73967.96688851,-344218.23160742,-418183.33456891,-73563.06138107,-344644.17476242,0.17092500,0.12342181,0.13670691,0.15384788,0.12686580
30,polar-1-m,ASE,-73967.97464460,-344217.47563699,-418181.39502740,-73563.00225087,-344643.93028729,0.07848293,0.06664031,0.07025070,0.07426210,0.06780114
30,polar-1-s,ASE,-73967.85677564,-344216.57049935,-418183.08042075,-73559.35238271,-344641.57865089,0.04026693,0.03729827,0.03971112,0.03878422,0.03739984
30,uma-m-1p1,ASE,-73967.92092071,-344215.73634371,-418181.04147520,-73563.86973218,-344645.69307995,0.10313596,0.10199517,0.10315708,0.10222114,0.10127043
30,uma-s-1p1,ASE,-73967.95109340,-344241.68647787,-418181.90931943,-73563.68130810,-344646.28272307,0.04307452,0.04428617,0.04331815,0.04315661,0.04260912
30,uma-s-1p2,ASE,-73967.95855863,-344214.26302171,-418181.57400927,-73563.90198027,-344645.31494377,0.04333739,0.04309627,0.04412146,0.04279129,0.04382985
31,MACE-OMOL,ASE,-473212.60612562,,-473204.80938947,-473229.47299852,,0.09293775,,0.09237808,0.08981516,
31,aimnet2-nse,ASE,-473475.54707391,,-473456.68489235,-473487.62622369,,0.00328372,,0.00329871,0.00340207,
31,allscaip-md-conserving-all-omol,ASE,-473214.81380658,,-473206.47925397,-473228.79406195,,0.05982898,,0.05854431,0.05968431,
31,allscaip-md-direct-all-omol,ASE,-473214.63939152,,-473209.51009434,-473229.71760463,,0.01878957,,0.01889041,0.01892284,
31,esen-md-direct-all-omol,ASE,-473215.76948827,,-473209.34656049,-473228.76081917,,0.02618863,,0.02852239,0.02609013,
31,esen-sm-conserving-all-omol,ASE,-473213.63336865,,-473210.01731473,-473229.06067841,,0.03596593,,0.03571374,0.03620639,
31,esen-sm-direct-all-omol,ASE,-473216.70287865,,-473210.75394108,-473228.71501927,,0.01297154,,0.01291260,0.01284990,
31,orbmol_v1_conservative,ASE,-473214.87916139,,-473209.80049039,-473228.63862554,,0.01349046,,0.01287838,0.01313786,
31,orbmol_v1_direct,ASE,-473212.99921641,,-473204.76408996,-473227.29500941,,0.00827536,,0.00794272,0.00825351,
31,orbmol_v2,ASE,-473215.59318388,,-473207.87107154,-473229.82418942,,0.01447311,,0.01294152,0.01425336,
31,polar-1-l,ASE,-473215.09161377,,-473208.97278933,-473228.48274948,,0.19717319,,0.19868438,0.19486021,
31,polar-1-m,ASE,-473213.93909326,,-473209.61196602,-473227.47185378,,0.09338886,,0.09289436,0.09241549,
31,polar-1-s,ASE,-473212.72481805,,-473206.32063771,-473226.57789736,,0.04338775,,0.04311222,0.04319238,
31,uma-m-1p1,ASE,-473215.36689836,,-473208.85518609,-473229.25139687,,0.10382551,,0.10372867,0.10298748,
31,uma-s-1p1,ASE,-473214.41915793,,-473208.72021040,-473229.03362313,,0.04422833,,0.04367528,0.04354224,
31,uma-s-1p2,ASE,-473215.38178297,,-473208.54753095,-473229.38523435,,0.04780713,,0.04393504,0.04410230,
32,MACE-OMOL,ASE,-352887.79633760,,-352875.79939344,-352898.13374389,,0.06948135,,0.06995347,0.06844437,
32,aimnet2-nse,ASE,-353058.46600503,,-353045.26378284,-353071.00906185,,0.00329303,,0.00330010,0.00330052,
32,allscaip-md-conserving-all-omol,ASE,-352888.42276130,,-352878.69940891,-352897.98635647,,0.05865889,,0.05855907,0.05964638,
32,allscaip-md-direct-all-omol,ASE,-352888.31026543,,-352880.42408538,-352898.39761710,,0.01932716,,0.01895546,0.02098856,
32,esen-md-direct-all-omol,ASE,-352888.07741843,,-352879.71960974,-352898.37609173,,0.02564443,,0.02579726,0.02650363,
32,esen-sm-conserving-all-omol,ASE,-352888.24791461,,-352881.33930848,-352897.07616282,,0.03497995,,0.03545175,0.03592435,
32,esen-sm-direct-all-omol,ASE,-352888.75139829,,-352881.71929159,-352897.77486837,,0.01289079,,0.01301399,0.01275428,
32,orbmol_v1_conservative,ASE,-352887.58304054,,-352882.43810137,-352897.91426430,,0.01217456,,0.01277446,0.01215781,
32,orbmol_v1_direct,ASE,-352887.59470458,,-352878.58474524,-352896.95629825,,0.00762142,,0.00758241,0.00768616,
32,orbmol_v2,ASE,-352888.28081624,,-352880.17840286,-352898.31304982,,0.01290150,,0.01271658,0.01378706,
32,polar-1-l,ASE,-352887.06239126,,-352878.44105217,-352897.42818490,,0.16591654,,0.16667675,0.16574111,
32,polar-1-m,ASE,-352885.70238451,,-352878.20881362,-352896.99786249,,0.08029385,,0.08036223,0.08044290,
32,polar-1-s,ASE,-352886.09704820,,-352876.80059755,-352894.27631033,,0.04062015,,0.04103327,0.04063543,
32,uma-m-1p1,ASE,-352888.10541357,,-352880.13451704,-352898.04069688,,0.10281139,,0.10281047,0.10327137,
32,uma-s-1p1,ASE,-352888.19209264,,-352879.93774691,-352897.32577707,,0.04360823,,0.04420852,0.04321088,
32,uma-s-1p2,ASE,-352887.97717030,,-352880.80543513,-352898.09282727,,0.04156963,,0.04147166,0.04248622,
33,MACE-OMOL,ASE,-426114.33108286,,-426102.12434904,-426123.03999210,,0.09772162,,0.09779121,0.09751712,
33,aimnet2-nse,ASE,-426347.18264647,,-426325.63978272,-426356.09053049,,0.00336997,,0.00331124,0.00347307,
33,allscaip-md-conserving-all-omol,ASE,-426114.93054127,,-426104.96819906,-426123.40161628,,0.05892017,,0.05893035,0.05858392,
33,allscaip-md-direct-all-omol,ASE,-426115.19974294,,-426106.85279220,-426123.95900993,,0.01891918,,0.01881730,0.01891739,
33,esen-md-direct-all-omol,ASE,-426114.67406097,,-426105.73162705,-426123.80057279,,0.02600442,,0.02600131,0.02579852,
33,esen-sm-conserving-all-omol,ASE,-426113.91203306,,-426106.49243478,-426121.81191248,,0.03592286,,0.03574281,0.03729943,
33,esen-sm-direct-all-omol,ASE,-426115.10910565,,-426107.29940107,-426121.28453771,,0.01301511,,0.01290640,0.01325262,
33,orbmol_v1_conservative,ASE,-426114.45284024,,-426108.06912144,-426122.34855392,,0.01394549,,0.01262718,0.01306775,
33,orbmol_v1_direct,ASE,-426113.98694743,,-426103.44831665,-426121.90655435,,0.00765592,,0.00762172,0.00765704,
33,orbmol_v2,ASE,-426114.35984050,,-426104.62900524,-426123.50826591,,0.01429931,,0.01356744,0.01497409,
33,polar-1-l,ASE,-426113.41273893,,-426105.74736821,-426122.04459818,,0.19974656,,0.20037077,0.20001989,
33,polar-1-m,ASE,-426112.32630805,,-426102.94091047,-426122.39055557,,0.09280261,,0.09329533,0.09363407,
33,polar-1-s,ASE,-426112.57373610,,-426104.51256643,-426120.91901706,,0.04271545,,0.04264454,0.04309810,
33,uma-m-1p1,ASE,-426114.67122347,,-426105.85650641,-426123.14432364,,0.10316103,,0.10304841,0.10711530,
33,uma-s-1p1,ASE,-426115.37658907,,-426105.22434591,-426123.10050575,,0.04373326,,0.04384146,0.04336601,
33,uma-s-1p2,ASE,-426114.97801006,,-426106.43172934,-426122.92592771,,0.04632337,,0.04675981,0.04687974,
34,MACE-OMOL,ASE,-715285.53367487,,-715274.03453170,-715294.92452966,,0.10480941,,0.10514898,0.10449674,
34,aimnet2-nse,ASE,-715566.95218396,,-715547.04683100,-715575.39591935,,0.00351464,,0.00331789,0.00342384,
34,allscaip-md-conserving-all-omol,ASE,-715286.37872243,,-715276.18959611,-715295.20346861,,0.05921241,,0.05862695,0.05887462,
34,allscaip-md-direct-all-omol,ASE,-715286.64622795,,-715278.54547774,-715295.52935256,,0.01874419,,0.01882524,0.01886473,
34,esen-md-direct-all-omol,ASE,-715286.71332734,,-715277.34126431,-715295.51253820,,0.02615035,,0.02593502,0.02577177,
34,esen-sm-conserving-all-omol,ASE,-715285.97150130,,-715279.02405266,-715294.10624207,,0.03556686,,0.03581088,0.03468930,
34,esen-sm-direct-all-omol,ASE,-715287.88557071,,-715279.58185422,-715294.15801827,,0.01300037,,0.01293112,0.01268256,
34,orbmol_v1_conservative,ASE,-715285.72949948,,-715280.19627884,-715293.71328115,,0.01280527,,0.01245209,0.01323356,
34,orbmol_v1_direct,ASE,-715285.24983910,,-715275.46160516,-715294.12194669,,0.00766292,,0.00767478,0.00755723,
34,orbmol_v2,ASE,-715285.86205779,,-715277.16626868,-715295.38982207,,0.01349345,,0.01409132,0.01387378,
34,polar-1-l,ASE,-715285.82208197,,-715276.89821142,-715294.27860702,,0.20801606,,0.20696198,0.20624529,
34,polar-1-m,ASE,-715283.70564747,,-715275.46619621,-715294.44533189,,0.09872848,,0.09622944,0.09669018,
34,polar-1-s,ASE,-715284.67455580,,-715275.16598710,-715291.99123661,,0.04460962,,0.04325327,0.04371785,
34,uma-m-1p1,ASE,-715286.17153498,,-715277.56145462,-715294.94063661,,0.10284334,,0.10353050,0.10212740,
34,uma-s-1p1,ASE,-715286.00917054,,-715277.60813285,-715294.87127967,,0.04277217,,0.04428305,0.04380769,
34,uma-s-1p2,ASE,-715285.85837753,,-715278.06935098,-715294.60794622,,0.04636538,,0.04337547,0.04642657,
35,MACE-OMOL,ASE,-2041728.88263837,,-2041715.51769599,-2041739.06500556,,0.10491420,,0.10142557,0.10453959,
35,aimnet2-nse,ASE,-2042055.47912117,,-2042037.48586165,-2042065.87820747,,0.00329844,,0.00328596,0.00328611,
35,allscaip-md-conserving-all-omol,ASE,-2041729.22368949,,-2041718.74095559,-2041738.06985887,,0.05957720,,0.05969250,0.05933081,
35,allscaip-md-direct-all-omol,ASE,-2041729.39202369,,-2041721.00723528,-2041739.14131594,,0.01921677,,0.01880936,0.01883227,
35,esen-md-direct-all-omol,ASE,-2041728.99401495,,-2041720.65927352,-2041738.86193277,,0.02579124,,0.02619120,0.02574707,
35,esen-sm-conserving-all-omol,ASE,-2041728.46304701,,-2041722.30501593,-2041738.11751270,,0.03731745,,0.03625766,0.03541741,
35,esen-sm-direct-all-omol,ASE,-2041729.78345819,,-2041723.18929590,-2041737.09904505,,0.01280370,,0.01278608,0.01256046,
35,orbmol_v1_conservative,ASE,-2041729.04717993,,-2041721.94041908,-2041737.70036454,,0.01236946,,0.01215292,0.01267413,
35,orbmol_v1_direct,ASE,-2041728.66231137,,-2041718.66498087,-2041737.28347390,,0.00767915,,0.00771616,0.00762652,
35,orbmol_v2,ASE,-2041728.76222356,,-2041719.12075382,-2041737.98583773,,0.01349654,,0.01374456,0.01386284,
35,polar-1-l,ASE,-2041728.88720833,,-2041718.43665294,-2041737.78118653,,0.20793408,,0.20570379,0.20727181,
35,polar-1-m,ASE,-2041726.57396030,,-2041717.41893685,-2041736.84508271,,0.09674755,,0.09796996,0.09644239,
35,polar-1-s,ASE,-2041727.00308200,,-2041716.92124696,-2041735.78208264,,0.04371992,,0.04500180,0.04450932,
35,uma-m-1p1,ASE,-2041728.94658022,,-2041720.01806877,-2041738.26209527,,0.10247020,,0.10351375,0.10240898,
35,uma-s-1p1,ASE,-2041729.50646094,,-2041720.49175151,-2041738.51637190,,0.04420369,,0.04398110,0.04304382,
35,uma-s-1p2,ASE,-2041728.99575759,,-2041720.46466790,-2041738.06506450,,0.04209634,,0.04163397,0.04178562,
36,MACE-OMOL,ASE,-674496.40749471,,-674489.62681337,-674515.03560374,,0.08050590,,0.07915394,0.07877755,
36,aimnet2-nse,ASE,-674761.84531557,,-674741.25541645,-674776.02363991,,0.00328379,,0.00327911,0.00329898,
36,allscaip-md-conserving-all-omol,ASE,-674498.33194588,,-674490.34097824,-674515.04730629,,0.06046894,,0.05924228,0.05883124,
36,allscaip-md-direct-all-omol,ASE,-674499.46659769,,-674494.22468918,-674516.31417003,,0.01894196,,0.01892072,0.01894687,
36,esen-md-direct-all-omol,ASE,-674500.31058772,,-674493.79548512,-674514.86574485,,0.02614971,,0.02647445,0.02613830,
36,esen-sm-conserving-all-omol,ASE,-674496.16425764,,-674492.92811241,-674513.78447521,,0.03514870,,0.03588479,0.03584424,
36,esen-sm-direct-all-omol,ASE,-674499.38347567,,-674495.61353186,-674515.31567294,,0.01276597,,0.01290693,0.01276906,
36,orbmol_v1_conservative,ASE,-674497.38960838,,-674494.06078948,-674513.78619109,,0.01270102,,0.01352974,0.01254106,
36,orbmol_v1_direct,ASE,-674498.00536954,,-674489.14124692,-674512.87977997,,0.00763212,,0.00761302,0.00764631,
36,orbmol_v2,ASE,-674499.31258350,,-674492.27655798,-674514.74365681,,0.01274623,,0.01332585,0.01383489,
36,polar-1-l,ASE,-674498.51110158,,-674491.78812049,-674514.95170237,,0.17912539,,0.17756368,0.17682655,
36,polar-1-m,ASE,-674498.46204009,,-674492.53213492,-674512.93256700,,0.08941060,,0.08662697,0.08710713,
36,polar-1-s,ASE,-674501.88994943,,-674490.74128801,-674511.68591561,,0.04311023,,0.04300844,0.04259340,
36,uma-m-1p1,ASE,-674489.52134319,,-674492.75072177,-674515.21911567,,0.10395263,,0.10455105,0.10478543,
36,uma-s-1p1,ASE,-674496.65881216,,-674492.99009715,-674514.49489890,,0.04412160,,0.04398105,0.04677358,
36,uma-s-1p2,ASE,-674492.26794008,,-674493.10105228,-674514.82090075,,0.04166695,,0.04154345,0.04154294,
37,MACE-OMOL,ASE,-471835.26626482,,-471824.75180555,-471850.11375582,,0.07995530,,0.07939011,0.07928318,
37,aimnet2-nse,ASE,-472076.36604780,,-472056.19641416,-472089.93838583,,0.00326316,,0.00326652,0.00328580,
37,allscaip-md-conserving-all-omol,ASE,-471833.32614805,,-471826.23416325,-471850.49374616,,0.05939538,,0.06174362,0.05925237,
37,allscaip-md-direct-all-omol,ASE,-471825.24500668,,-471830.29153601,-471850.67561110,,0.01881064,,0.01900508,0.01901023,
