species,functional,program,energy_hartree,wall_time_seconds,gpu_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
7-R1,orbmol_v1_conservative,ASE,-616.001036572168,,0.01285913,,,,True,structures/reference/7-R1.xyz
7-TS,orbmol_v1_conservative,ASE,-615.975325958506,,0.01336509,,,,True,structures/reference/7-TS.xyz
8-P1,orbmol_v1_conservative,ASE,-1115.588600438560,,0.01315756,,,,True,structures/reference/8-P1.xyz
8-R1,orbmol_v1_conservative,ASE,-157.181712850642,,0.01218196,,,,True,structures/reference/8-R1.xyz
8-R2,orbmol_v1_conservative,ASE,-958.350282707303,,0.01309582,,,,True,structures/reference/8-R2.xyz
8-TS,orbmol_v1_conservative,ASE,-1115.530167083115,,0.01156200,,,,True,structures/reference/8-TS.xyz
9-P1,orbmol_v1_conservative,ASE,-614.844851481340,,0.01301099,,,,True,structures/reference/9-P1.xyz
9-R1,orbmol_v1_conservative,ASE,-614.832277263667,,0.01283995,,,,True,structures/reference/9-R1.xyz
9-TS,orbmol_v1_conservative,ASE,-614.808025765717,,0.01257685,,,,True,structures/reference/9-TS.xyz
1-P1,orbmol_v1_direct,ASE,-616.783787097506,,0.15319107,,,,True,structures/reference/1-P1.xyz
1-R1,orbmol_v1_direct,ASE,-616.779210499168,,0.00931140,,,,True,structures/reference/1-R1.xyz
1-TS,orbmol_v1_direct,ASE,-616.761709695778,,0.05945404,,,,True,structures/reference/1-TS.xyz
10-P1,orbmol_v1_direct,ASE,-153.183382498171,,0.15280352,,,,True,structures/reference/10-P1.xyz
10-P2,orbmol_v1_direct,ASE,-39.820211627355,,0.00879185,,,,True,structures/reference/10-P2.xyz
10-R1,orbmol_v1_direct,ASE,-193.015879303806,,0.01341710,,,,True,structures/reference/10-R1.xyz
10-TS,orbmol_v1_direct,ASE,-192.982974214229,,0.00932244,,,,True,structures/reference/10-TS.xyz
11-P1,orbmol_v1_direct,ASE,-344.926496887486,,0.00873541,,,,True,structures/reference/11-P1.xyz
11-P2,orbmol_v1_direct,ASE,-203.450708891600,,0.00840779,,,,True,structures/reference/11-P2.xyz
11-R1,orbmol_v1_direct,ASE,-548.379155442963,,0.00859172,,,,True,structures/reference/11-R1.xyz
11-TS,orbmol_v1_direct,ASE,-548.359417758971,,0.00851403,,,,True,structures/reference/11-TS.xyz
12-P1,orbmol_v1_direct,ASE,-803.592496332935,,0.00859575,,,,True,structures/reference/12-P1.xyz
12-R1,orbmol_v1_direct,ASE,-646.346404615602,,0.00845521,,,,True,structures/reference/12-R1.xyz
12-R2,orbmol_v1_direct,ASE,-157.185240605199,,0.00836762,,,,True,structures/reference/12-R2.xyz
12-TS,orbmol_v1_direct,ASE,-803.532705978345,,0.00844955,,,,True,structures/reference/12-TS.xyz
13-P1,orbmol_v1_direct,ASE,-456.135937308884,,0.00849827,,,,True,structures/reference/13-P1.xyz
13-R2,orbmol_v1_direct,ASE,-263.087317014272,,0.00838852,,,,True,structures/reference/13-R2.xyz
13-TS,orbmol_v1_direct,ASE,-456.078799457698,,0.00840463,,,,True,structures/reference/13-TS.xyz
14-P1,orbmol_v1_direct,ASE,-388.336003270270,,0.00846176,,,,True,structures/reference/14-P1.xyz
14-R1,orbmol_v1_direct,ASE,-193.009503854916,,0.00831978,,,,True,structures/reference/14-R1.xyz
14-R2,orbmol_v1_direct,ASE,-195.254194584076,,0.00841111,,,,True,structures/reference/14-R2.xyz
14-TS,orbmol_v1_direct,ASE,-388.268794728870,,0.00840249,,,,True,structures/reference/14-TS.xyz
15-P1,orbmol_v1_direct,ASE,-384.980823092333,,0.00838579,,,,True,structures/reference/15-P1.xyz
15-R1,orbmol_v1_direct,ASE,-306.391128667998,,0.00843728,,,,True,structures/reference/15-R1.xyz
15-R2,orbmol_v1_direct,ASE,-78.566463066669,,0.00962253,,,,True,structures/reference/15-R2.xyz
15-TS,orbmol_v1_direct,ASE,-384.914447086807,,0.00854960,,,,True,structures/reference/15-TS.xyz
16-P1,orbmol_v1_direct,ASE,-460.208830432220,,0.00847465,,,,True,structures/reference/16-P1.xyz
16-R1,orbmol_v1_direct,ASE,-381.627570631829,,0.00852137,,,,True,structures/reference/16-R1.xyz
16-TS,orbmol_v1_direct,ASE,-460.152688573687,,0.00849555,,,,True,structures/reference/16-TS.xyz
17-P1,orbmol_v1_direct,ASE,-647.648762643517,,0.00861946,,,,True,structures/reference/17-P1.xyz
17-R2,orbmol_v1_direct,ASE,-341.224714843512,,0.00840997,,,,True,structures/reference/17-R2.xyz
17-TS,orbmol_v1_direct,ASE,-647.596886169003,,0.00852685,,,,True,structures/reference/17-TS.xyz
18-P1,orbmol_v1_direct,ASE,-555.289941941527,,0.00836486,,,,True,structures/reference/18-P1.xyz
18-R1,orbmol_v1_direct,ASE,-398.087200999490,,0.02697411,,,,True,structures/reference/18-R1.xyz
18-TS,orbmol_v1_direct,ASE,-555.279326898019,,0.00901341,,,,True,structures/reference/18-TS.xyz
19-P1,orbmol_v1_direct,ASE,-554.059732371942,,0.00866559,,,,True,structures/reference/19-P1.xyz
19-R2,orbmol_v1_direct,ASE,-155.962742458351,,0.00840955,,,,True,structures/reference/19-R2.xyz
19-TS,orbmol_v1_direct,ASE,-554.051144553185,,0.00839203,,,,True,structures/reference/19-TS.xyz
2-P1,orbmol_v1_direct,ASE,-616.807748730270,,0.00856100,,,,True,structures/reference/2-P1.xyz
2-TS,orbmol_v1_direct,ASE,-616.780277203478,,0.00859668,,,,True,structures/reference/2-TS.xyz
20-P1,orbmol_v1_direct,ASE,-780.250862048389,,0.00853710,,,,True,structures/reference/20-P1.xyz
20-P2,orbmol_v1_direct,ASE,-231.543466997081,,0.00839073,,,,True,structures/reference/20-P2.xyz
20-R1,orbmol_v1_direct,ASE,-1011.792719660006,,0.00861735,,,,True,structures/reference/20-R1.xyz
20-TS,orbmol_v1_direct,ASE,-1011.762795379179,,0.00855424,,,,True,structures/reference/20-TS.xyz
21-P1,orbmol_v1_direct,ASE,-914.582350136489,,0.00856906,,,,True,structures/reference/21-P1.xyz
21-R1,orbmol_v1_direct,ASE,-914.562096850610,,0.00851007,,,,True,structures/reference/21-R1.xyz
21-TS,orbmol_v1_direct,ASE,-914.546418338696,,0.00848908,,,,True,structures/reference/21-TS.xyz
22-P1,orbmol_v1_direct,ASE,-595.212577571496,,0.00858857,,,,True,structures/reference/22-P1.xyz
22-R1,orbmol_v1_direct,ASE,-595.189008174036,,0.00850660,,,,True,structures/reference/22-R1.xyz
22-TS,orbmol_v1_direct,ASE,-595.169593034242,,0.00854111,,,,True,structures/reference/22-TS.xyz
23-P1,orbmol_v1_direct,ASE,-310.932489632178,,0.00851988,,,,True,structures/reference/23-P1.xyz
23-R1,orbmol_v1_direct,ASE,-310.927363061501,,0.00846123,,,,True,structures/reference/23-R1.xyz
23-TS,orbmol_v1_direct,ASE,-310.902004896835,,0.00828520,,,,True,structures/reference/23-TS.xyz
24-P1,orbmol_v1_direct,ASE,-463.393965075805,,0.00811700,,,,True,structures/reference/24-P1.xyz
24-R1,orbmol_v1_direct,ASE,-463.377403565419,,0.00788734,,,,True,structures/reference/24-R1.xyz
24-TS,orbmol_v1_direct,ASE,-463.361391854704,,0.00780482,,,,True,structures/reference/24-TS.xyz
25-P1,orbmol_v1_direct,ASE,-385.441005427890,,0.00807642,,,,True,structures/reference/25-P1.xyz
25-R1,orbmol_v1_direct,ASE,-384.769714231025,,0.00869480,,,,True,structures/reference/25-R1.xyz
25-R2,orbmol_v1_direct,ASE,-40.491024898738,,0.00808173,,,,True,structures/reference/25-R2.xyz
25-TS,orbmol_v1_direct,ASE,-425.235891116421,,0.00809001,,,,True,structures/reference/25-TS.xyz
26-P2,orbmol_v1_direct,ASE,-115.047805857588,,0.00820020,,,,True,structures/reference/26-P2.xyz
26-R2,orbmol_v1_direct,ASE,-115.716987756725,,0.00806792,,,,True,structures/reference/26-R2.xyz
26-TS,orbmol_v1_direct,ASE,-500.468150267229,,0.00777066,,,,True,structures/reference/26-TS.xyz
27-P1,orbmol_v1_direct,ASE,-75.742549777805,,0.01083595,,,,True,structures/reference/27-P1.xyz
27-P2,orbmol_v1_direct,ASE,-549.228620169356,,0.00756134,,,,True,structures/reference/27-P2.xyz
27-R1,orbmol_v1_direct,ASE,-548.576830875826,,0.00756093,,,,True,structures/reference/27-R1.xyz
27-R2,orbmol_v1_direct,ASE,-76.433598996109,,0.00747981,,,,True,structures/reference/27-R2.xyz
27-TS,orbmol_v1_direct,ASE,-624.962352149549,,0.00753723,,,,True,structures/reference/27-TS.xyz
28-TS,orbmol_v1_direct,ASE,-589.017790544835,,0.00751315,,,,True,structures/reference/28-TS.xyz
29-P1,orbmol_v1_direct,ASE,-157.745787616916,,0.00748607,,,,True,structures/reference/29-P1.xyz
29-R1,orbmol_v1_direct,ASE,-158.403021256549,,0.00754650,,,,True,structures/reference/29-R1.xyz
29-TS,orbmol_v1_direct,ASE,-706.939732857389,,0.00768066,,,,True,structures/reference/29-TS.xyz
3-P1,orbmol_v1_direct,ASE,-834.250982158371,,0.00761899,,,,True,structures/reference/3-P1.xyz
3-R1,orbmol_v1_direct,ASE,-834.225889905508,,0.00761076,,,,True,structures/reference/3-R1.xyz
3-TS,orbmol_v1_direct,ASE,-834.203163008102,,0.00763730,,,,True,structures/reference/3-TS.xyz
30-P1,orbmol_v1_direct,ASE,-117.231491859434,,0.00752659,,,,True,structures/reference/30-P1.xyz
30-R1,orbmol_v1_direct,ASE,-117.875401302935,,0.00759150,,,,True,structures/reference/30-R1.xyz
30-TS,orbmol_v1_direct,ASE,-666.410151742911,,0.00797987,,,,True,structures/reference/30-TS.xyz
31-P1,orbmol_v1_direct,ASE,-754.135666486978,,0.00825351,,,,True,structures/reference/31-P1.xyz
31-R1,orbmol_v1_direct,ASE,-754.112884691645,,0.00827536,,,,True,structures/reference/31-R1.xyz
31-TS,orbmol_v1_direct,ASE,-754.099761182834,,0.00794272,,,,True,structures/reference/31-TS.xyz
32-P1,orbmol_v1_direct,ASE,-562.377073651075,,0.00768616,,,,True,structures/reference/32-P1.xyz
32-R1,orbmol_v1_direct,ASE,-562.362155002554,,0.00762142,,,,True,structures/reference/32-R1.xyz
32-TS,orbmol_v1_direct,ASE,-562.347796718995,,0.00758241,,,,True,structures/reference/32-TS.xyz
33-P1,orbmol_v1_direct,ASE,-679.068454827141,,0.00765704,,,,True,structures/reference/33-P1.xyz
33-R1,orbmol_v1_direct,ASE,-679.055834130693,,0.00765592,,,,True,structures/reference/33-R1.xyz
33-TS,orbmol_v1_direct,ASE,-679.039039754223,,0.00762172,,,,True,structures/reference/33-TS.xyz
34-P1,orbmol_v1_direct,ASE,-1139.893693954739,,0.00755723,,,,True,structures/reference/34-P1.xyz
34-R1,orbmol_v1_direct,ASE,-1139.879555351917,,0.00766292,,,,True,structures/reference/34-R1.xyz
34-TS,orbmol_v1_direct,ASE,-1139.863956808874,,0.00767478,,,,True,structures/reference/34-TS.xyz
35-P1,orbmol_v1_direct,ASE,-3253.715335742161,,0.00762652,,,,True,structures/reference/35-P1.xyz
35-R1,orbmol_v1_direct,ASE,-3253.701597045734,,0.00767915,,,,True,structures/reference/35-R1.xyz
35-TS,orbmol_v1_direct,ASE,-3253.685665286137,,0.00771616,,,,True,structures/reference/35-TS.xyz
36-P1,orbmol_v1_direct,ASE,-1074.904650495290,,0.00764631,,,,True,structures/reference/36-P1.xyz
36-R1,orbmol_v1_direct,ASE,-1074.880946614414,,0.00763212,,,,True,structures/reference/36-R1.xyz
36-TS,orbmol_v1_direct,ASE,-1074.866820736454,,0.00761302,,,,True,structures/reference/36-TS.xyz
37-P1,orbmol_v1_direct,ASE,-751.936935899318,,0.00755253,,,,True,structures/reference/37-P1.xyz
37-R1,orbmol_v1_direct,ASE,-751.913503734314,,0.00757396,,,,True,structures/reference/37-R1.xyz
37-TS,orbmol_v1_direct,ASE,-751.904561381905,,0.00761800,,,,True,structures/reference/37-TS.xyz
38-P1,orbmol_v1_direct,ASE,-348.291561981136,,0.00813659,,,,True,structures/reference/38-P1.xyz
38-P2,orbmol_v1_direct,ASE,-460.126638816558,,0.00705435,,,,True,structures/reference/38-P2.xyz
38-R1,orbmol_v1_direct,ASE,-808.432203950236,,0.00808067,,,,True,structures/reference/38-R1.xyz
38-TS,orbmol_v1_direct,ASE,-808.423950441988,,0.00769160,,,,True,structures/reference/38-TS.xyz
39-P2,orbmol_v1_direct,ASE,-2573.969084596832,,0.00643644,,,,True,structures/reference/39-P2.xyz
39-R1,orbmol_v1_direct,ASE,-2922.256882871214,,0.00757557,,,,True,structures/reference/39-R1.xyz
39-TS,orbmol_v1_direct,ASE,-2922.255256662261,,0.00759503,,,,True,structures/reference/39-TS.xyz
4-P1,orbmol_v1_direct,ASE,-834.258401031943,,0.00904790,,,,True,structures/reference/4-P1.xyz
4-TS,orbmol_v1_direct,ASE,-834.200585727111,,0.00860536,,,,True,structures/reference/4-TS.xyz
40-P1,orbmol_v1_direct,ASE,-462.818127064147,,0.00870289,,,,True,structures/reference/40-P1.xyz
40-R1,orbmol_v1_direct,ASE,-922.964057109843,,0.00869469,,,,True,structures/reference/40-R1.xyz
40-TS,orbmol_v1_direct,ASE,-922.956744905692,,0.00840746,,,,True,structures/reference/40-TS.xyz
41-P1,orbmol_v1_direct,ASE,-822.706996131251,,0.00837115,,,,True,structures/reference/41-P1.xyz
41-R1,orbmol_v1_direct,ASE,-1282.853993496361,,0.00834994,,,,True,structures/reference/41-R1.xyz
41-TS,orbmol_v1_direct,ASE,-1282.852384877445,,0.00842508,,,,True,structures/reference/41-TS.xyz
42-P1,orbmol_v1_direct,ASE,-509.384829417952,,0.00794262,,,,True,structures/reference/42-P1.xyz
42-R1,orbmol_v1_direct,ASE,-430.782095093753,,0.00755895,,,,True,structures/reference/42-R1.xyz
42-TS,orbmol_v1_direct,ASE,-509.324911383138,,0.00758633,,,,True,structures/reference/42-TS.xyz
43-P1,orbmol_v1_direct,ASE,-304.715783888280,,0.00765369,,,,True,structures/reference/43-P1.xyz
43-R1,orbmol_v1_direct,ASE,-304.677893129937,,0.00755749,,,,True,structures/reference/43-R1.xyz
43-TS,orbmol_v1_direct,ASE,-304.661532466107,,0.00754408,,,,True,structures/reference/43-TS.xyz
44-P1,orbmol_v1_direct,ASE,-109.552599389540,,0.00740196,,,,True,structures/reference/44-P1.xyz
44-P2,orbmol_v1_direct,ASE,-195.189250386505,,0.00751478,,,,True,structures/reference/44-P2.xyz
44-TS,orbmol_v1_direct,ASE,-304.708678097085,,0.00754512,,,,True,structures/reference/44-TS.xyz
45-P1,orbmol_v1_direct,ASE,-422.620480503657,,0.00761327,,,,True,structures/reference/45-P1.xyz
45-R1,orbmol_v1_direct,ASE,-422.610216080388,,0.00767099,,,,True,structures/reference/45-R1.xyz
45-TS,orbmol_v1_direct,ASE,-422.579361150928,,0.00756063,,,,True,structures/reference/45-TS.xyz
46-P1,orbmol_v1_direct,ASE,-313.117461116108,,0.00757411,,,,True,structures/reference/46-P1.xyz
46-TS,orbmol_v1_direct,ASE,-422.618761968028,,0.00764204,,,,True,structures/reference/46-TS.xyz
47-P1,orbmol_v1_direct,ASE,-309.518424103670,,0.00881299,,,,True,structures/reference/47-P1.xyz
47-R1,orbmol_v1_direct,ASE,-419.070271855784,,0.00767833,,,,True,structures/reference/47-R1.xyz
47-TS,orbmol_v1_direct,ASE,-419.048782796412,,0.00763295,,,,True,structures/reference/47-TS.xyz
48-P1,orbmol_v1_direct,ASE,-951.524006195703,,0.00778299,,,,True,structures/reference/48-P1.xyz
48-R1,orbmol_v1_direct,ASE,-1061.037244097490,,0.00826352,,,,True,structures/reference/48-R1.xyz
48-TS,orbmol_v1_direct,ASE,-1061.029191890364,,0.00766553,,,,True,structures/reference/48-TS.xyz
49-P1,orbmol_v1_direct,ASE,-477.263178415614,,0.00760730,,,,True,structures/reference/49-P1.xyz
49-R1,orbmol_v1_direct,ASE,-586.729629110775,,0.00763347,,,,True,structures/reference/49-R1.xyz
49-TS,orbmol_v1_direct,ASE,-586.719725947611,,0.00761410,,,,True,structures/reference/49-TS.xyz
5-P1,orbmol_v1_direct,ASE,-440.099859147329,,0.00754655,,,,True,structures/reference/5-P1.xyz
5-R1,orbmol_v1_direct,ASE,-170.830843692788,,0.00758912,,,,True,structures/reference/5-R1.xyz
5-R2,orbmol_v1_direct,ASE,-269.229388878573,,0.00751811,,,,True,structures/reference/5-R2.xyz
5-TS,orbmol_v1_direct,ASE,-440.060233170833,,0.00755114,,,,True,structures/reference/5-TS.xyz
50-R1,orbmol_v1_direct,ASE,-645.015584631321,,0.00752213,,,,True,structures/reference/50-R1.xyz
50-R2,orbmol_v1_direct,ASE,-415.971713180896,,0.00759385,,,,True,structures/reference/50-R2.xyz
50-TS,orbmol_v1_direct,ASE,-1060.981628637798,,0.00767513,,,,True,structures/reference/50-TS.xyz
6-P1,orbmol_v1_direct,ASE,-440.128810943983,,0.00756775,,,,True,structures/reference/6-P1.xyz
6-TS,orbmol_v1_direct,ASE,-440.057614871743,,0.00760250,,,,True,structures/reference/6-TS.xyz
7-P1,orbmol_v1_direct,ASE,-616.019152893650,,0.00760326,,,,True,structures/reference/7-P1.xyz
7-R1,orbmol_v1_direct,ASE,-615.995592088222,,0.00760093,,,,True,structures/reference/7-R1.xyz
7-TS,orbmol_v1_direct,ASE,-615.978937817766,,0.00767972,,,,True,structures/reference/7-TS.xyz
8-P1,orbmol_v1_direct,ASE,-1115.588645955223,,0.00753341,,,,True,structures/reference/8-P1.xyz
8-R1,orbmol_v1_direct,ASE,-157.181705259911,,0.00753210,,,,True,structures/reference/8-R1.xyz
8-R2,orbmol_v1_direct,ASE,-958.350111818137,,0.00746294,,,,True,structures/reference/8-R2.xyz
8-TS,orbmol_v1_direct,ASE,-1115.530255297980,,0.00760514,,,,True,structures/reference/8-TS.xyz
9-P1,orbmol_v1_direct,ASE,-614.846443074585,,0.00767821,,,,True,structures/reference/9-P1.xyz
9-R1,orbmol_v1_direct,ASE,-614.827440632958,,0.00929002,,,,True,structures/reference/9-R1.xyz
9-TS,orbmol_v1_direct,ASE,-614.807322380602,,0.00782892,,,,True,structures/reference/9-TS.xyz
1-P1,orbmol_v2,ASE,-616.785299601466,,0.01844292,,,,True,structures/reference/1-P1.xyz
1-R1,orbmol_v2,ASE,-616.783267495474,,0.01549673,,,,True,structures/reference/1-R1.xyz
1-TS,orbmol_v2,ASE,-616.772245337851,,0.01498217,,,,True,structures/reference/1-TS.xyz
10-P1,orbmol_v2,ASE,-153.183145231788,,0.01517181,,,,True,structures/reference/10-P1.xyz
10-P2,orbmol_v2,ASE,-39.819094262577,,0.01459664,,,,True,structures/reference/10-P2.xyz
10-R1,orbmol_v2,ASE,-193.022528153444,,0.06288123,,,,True,structures/reference/10-R1.xyz
10-TS,orbmol_v2,ASE,-192.988140141411,,0.01564268,,,,True,structures/reference/10-TS.xyz
11-P1,orbmol_v2,ASE,-344.924283798217,,0.01600362,,,,True,structures/reference/11-P1.xyz
11-P2,orbmol_v2,ASE,-203.450943937640,,0.01525390,,,,True,structures/reference/11-P2.xyz
11-R1,orbmol_v2,ASE,-548.381696225464,,0.01614047,,,,True,structures/reference/11-R1.xyz
11-TS,orbmol_v2,ASE,-548.362491636623,,0.01482379,,,,True,structures/reference/11-TS.xyz
12-P1,orbmol_v2,ASE,-803.593460950837,,0.01500585,,,,True,structures/reference/12-P1.xyz
12-R1,orbmol_v2,ASE,-646.348168138206,,0.01529539,,,,True,structures/reference/12-R1.xyz
12-R2,orbmol_v2,ASE,-157.185332718509,,0.01511583,,,,True,structures/reference/12-R2.xyz
12-TS,orbmol_v2,ASE,-803.535095071597,,0.01473125,,,,True,structures/reference/12-TS.xyz
13-P1,orbmol_v2,ASE,-456.137963123961,,0.01530941,,,,True,structures/reference/13-P1.xyz
13-R2,orbmol_v2,ASE,-263.087405251923,,0.01529372,,,,True,structures/reference/13-R2.xyz
13-TS,orbmol_v2,ASE,-456.085622476663,,0.01496292,,,,True,structures/reference/13-TS.xyz
14-P1,orbmol_v2,ASE,-388.335492378229,,0.01492547,,,,True,structures/reference/14-P1.xyz
14-R1,orbmol_v2,ASE,-193.007876146165,,0.01546412,,,,True,structures/reference/14-R1.xyz
14-R2,orbmol_v2,ASE,-195.254138858981,,0.01492574,,,,True,structures/reference/14-R2.xyz
14-TS,orbmol_v2,ASE,-388.280416496815,,0.01519242,,,,True,structures/reference/14-TS.xyz
15-P1,orbmol_v2,ASE,-384.981219809827,,0.01467927,,,,True,structures/reference/15-P1.xyz
15-R1,orbmol_v2,ASE,-306.391808643556,,0.01438951,,,,True,structures/reference/15-R1.xyz
15-R2,orbmol_v2,ASE,-78.566514688215,,0.02113577,,,,True,structures/reference/15-R2.xyz
15-TS,orbmol_v2,ASE,-384.925584142047,,0.01571210,,,,True,structures/reference/15-TS.xyz
16-P1,orbmol_v2,ASE,-460.208823590336,,0.01594807,,,,True,structures/reference/16-P1.xyz
16-R1,orbmol_v2,ASE,-381.629098734630,,0.01625504,,,,True,structures/reference/16-R1.xyz
16-TS,orbmol_v2,ASE,-460.162156227594,,0.01538286,,,,True,structures/reference/16-TS.xyz
17-P1,orbmol_v2,ASE,-647.648298170645,,0.01511702,,,,True,structures/reference/17-P1.xyz
17-R2,orbmol_v2,ASE,-341.224792896758,,0.01631253,,,,True,structures/reference/17-R2.xyz
17-TS,orbmol_v2,ASE,-647.611098312005,,0.01492997,,,,True,structures/reference/17-TS.xyz
18-P1,orbmol_v2,ASE,-555.289621209961,,0.01589920,,,,True,structures/reference/18-P1.xyz
18-R1,orbmol_v2,ASE,-398.087099897989,,3.78011215,,,,True,structures/reference/18-R1.xyz
18-TS,orbmol_v2,ASE,-555.276892431146,,0.01566122,,,,True,structures/reference/18-TS.xyz
19-P1,orbmol_v2,ASE,-554.060881055201,,0.01496119,,,,True,structures/reference/19-P1.xyz
19-R2,orbmol_v2,ASE,-155.962908823927,,0.01328055,,,,True,structures/reference/19-R2.xyz
19-TS,orbmol_v2,ASE,-554.052361017342,,0.01379351,,,,True,structures/reference/19-TS.xyz
2-P1,orbmol_v2,ASE,-616.807082764849,,0.01386084,,,,True,structures/reference/2-P1.xyz
2-TS,orbmol_v2,ASE,-616.779315302094,,0.01321455,,,,True,structures/reference/2-TS.xyz
20-P1,orbmol_v2,ASE,-780.252117754652,,0.01435853,,,,True,structures/reference/20-P1.xyz
20-P2,orbmol_v2,ASE,-231.542817572006,,0.01260165,,,,True,structures/reference/20-P2.xyz
20-R1,orbmol_v2,ASE,-1011.790918502443,,0.01483469,,,,True,structures/reference/20-R1.xyz
20-TS,orbmol_v2,ASE,-1011.773179355277,,0.01340891,,,,True,structures/reference/20-TS.xyz
21-P1,orbmol_v2,ASE,-914.581285558763,,0.01419201,,,,True,structures/reference/21-P1.xyz
21-R1,orbmol_v2,ASE,-914.569005910155,,0.01283564,,,,True,structures/reference/21-R1.xyz
21-TS,orbmol_v2,ASE,-914.557440254207,,0.01313651,,,,True,structures/reference/21-TS.xyz
22-P1,orbmol_v2,ASE,-595.213857208724,,0.01386729,,,,True,structures/reference/22-P1.xyz
22-R1,orbmol_v2,ASE,-595.189221815961,,0.01399324,,,,True,structures/reference/22-R1.xyz
22-TS,orbmol_v2,ASE,-595.175888119154,,0.01434826,,,,True,structures/reference/22-TS.xyz
23-P1,orbmol_v2,ASE,-310.933022274732,,0.01416537,,,,True,structures/reference/23-P1.xyz
23-R1,orbmol_v2,ASE,-310.926798771610,,0.01332319,,,,True,structures/reference/23-R1.xyz
23-TS,orbmol_v2,ASE,-310.914235116192,,0.01390885,,,,True,structures/reference/23-TS.xyz
24-P1,orbmol_v2,ASE,-463.392379594077,,0.01309938,,,,True,structures/reference/24-P1.xyz
24-R1,orbmol_v2,ASE,-463.373484193233,,0.01393890,,,,True,structures/reference/24-R1.xyz
24-TS,orbmol_v2,ASE,-463.369556326773,,0.01316512,,,,True,structures/reference/24-TS.xyz
25-P1,orbmol_v2,ASE,-385.441331534551,,0.01348404,,,,True,structures/reference/25-P1.xyz
25-R1,orbmol_v2,ASE,-384.792661489484,,0.01438952,,,,True,structures/reference/25-R1.xyz
25-R2,orbmol_v2,ASE,-40.491091965333,,0.01402779,,,,True,structures/reference/25-R2.xyz
25-TS,orbmol_v2,ASE,-425.239291776525,,0.01365063,,,,True,structures/reference/25-TS.xyz
26-P2,orbmol_v2,ASE,-115.047959380467,,0.01405345,,,,True,structures/reference/26-P2.xyz
26-R2,orbmol_v2,ASE,-115.717063038528,,0.01360773,,,,True,structures/reference/26-R2.xyz
26-TS,orbmol_v2,ASE,-500.469316140220,,0.01289359,,,,True,structures/reference/26-TS.xyz
27-P1,orbmol_v2,ASE,-75.742451322344,,0.01370207,,,,True,structures/reference/27-P1.xyz
27-P2,orbmol_v2,ASE,-549.228685196455,,0.01564423,,,,True,structures/reference/27-P2.xyz
27-R1,orbmol_v2,ASE,-548.569875469941,,0.01506677,,,,True,structures/reference/27-R1.xyz
27-R2,orbmol_v2,ASE,-76.433586341446,,0.01359471,,,,True,structures/reference/27-R2.xyz
27-TS,orbmol_v2,ASE,-624.965186819464,,0.01317730,,,,True,structures/reference/27-TS.xyz
28-TS,orbmol_v2,ASE,-589.026596920397,,0.01389173,,,,True,structures/reference/28-TS.xyz
29-P1,orbmol_v2,ASE,-157.745515619960,,0.01420611,,,,True,structures/reference/29-P1.xyz
29-R1,orbmol_v2,ASE,-158.403148345315,,0.01364466,,,,True,structures/reference/29-R1.xyz
29-TS,orbmol_v2,ASE,-706.943519880123,,0.01329922,,,,True,structures/reference/29-TS.xyz
3-P1,orbmol_v2,ASE,-834.251088571665,,0.01365438,,,,True,structures/reference/3-P1.xyz
3-R1,orbmol_v2,ASE,-834.232909770092,,0.01356952,,,,True,structures/reference/3-R1.xyz
3-TS,orbmol_v2,ASE,-834.210063021376,,0.01377865,,,,True,structures/reference/3-TS.xyz
30-P1,orbmol_v2,ASE,-117.231956389471,,0.01423963,,,,True,structures/reference/30-P1.xyz
30-R1,orbmol_v2,ASE,-117.875430994543,,0.01335462,,,,True,structures/reference/30-R1.xyz
30-TS,orbmol_v2,ASE,-666.413552968391,,0.01329495,,,,True,structures/reference/30-TS.xyz
31-P1,orbmol_v2,ASE,-754.139696991710,,0.01425336,,,,True,structures/reference/31-P1.xyz
31-R1,orbmol_v2,ASE,-754.117018441755,,0.01447311,,,,True,structures/reference/31-R1.xyz
31-TS,orbmol_v2,ASE,-754.104712472937,,0.01294152,,,,True,structures/reference/31-TS.xyz
32-P1,orbmol_v2,ASE,-562.379235772247,,0.01378706,,,,True,structures/reference/32-P1.xyz
32-R1,orbmol_v2,ASE,-562.363248391043,,0.01290150,,,,True,structures/reference/32-R1.xyz
32-TS,orbmol_v2,ASE,-562.350336373972,,0.01271658,,,,True,structures/reference/32-TS.xyz
33-P1,orbmol_v2,ASE,-679.071007316875,,0.01497409,,,,True,structures/reference/33-P1.xyz
33-R1,orbmol_v2,ASE,-679.056428373588,,0.01429931,,,,True,structures/reference/33-R1.xyz
33-TS,orbmol_v2,ASE,-679.040921301177,,0.01356744,,,,True,structures/reference/33-TS.xyz
34-P1,orbmol_v2,ASE,-1139.895714442689,,0.01387378,,,,True,structures/reference/34-P1.xyz
34-R1,orbmol_v2,ASE,-1139.880530984449,,0.01349345,,,,True,structures/reference/34-R1.xyz
34-TS,orbmol_v2,ASE,-1139.866673363001,,0.01409132,,,,True,structures/reference/34-TS.xyz
35-P1,orbmol_v2,ASE,-3253.716455030136,,0.01386284,,,,True,structures/reference/35-P1.xyz
35-R1,orbmol_v2,ASE,-3253.701756265932,,0.01349654,,,,True,structures/reference/35-R1.xyz
